"","MUNICIPIO_2021","DISTRITO_2021","SECCION","Ayuntamiento_2021","Ayuntamiento_2019","Ayuntamiento_2016","Ayuntamiento_2013","Ayuntamiento_2010","Ayuntamiento_2021_votos","Ayuntamiento_2019_votos","Ayuntamiento_2016_votos","Ayuntamiento_2013_votos","Ayuntamiento_2010_votos"
"1309","TIJUANA","XIII","1172","Morena","Morena","PES","PRI","PRI",172,84,79,156,145
"1310","TIJUANA","XIII","1186","Morena","Morena","PAN","PRI","PRI",514,236,168,405,309
"1311","TIJUANA","XIII","1187","Morena","PRD","PAN","PRI","PAN",339,216,171,458,422
"1312","TIJUANA","XIII","1188","Morena","PRD","PES","PRI","PAN",344,170,120,264,215
"1313","TIJUANA","XIII","1190","Morena","PRD","PRI","PRI","PRI",463,181,138,419,367
"1314","TIJUANA","XIII","1191","Morena","Morena","PAN","PRI","PRI",420,241,122,396,404
"1315","TIJUANA","XIII","1192","Morena","PRD","PES","PRI","PRI",350,336,199,590,469
"1316","TIJUANA","XIII","1193","Morena","PRD","PES","PRI","PRI",266,164,117,288,247
"1317","TIJUANA","XIII","1213","Morena","Morena","PES","PRI","PRI",290,202,108,350,296
"1318","TIJUANA","XIII","1214","Morena","PRD","PES","PRI","PAN",583,299,182,395,0
"1319","TIJUANA","XIII","1214","Morena","PRD","PES","PRI","PRI",583,299,182,395,199
"1320","TIJUANA","XIII","1215","Morena","PRD","PAN","PAN","PAN",206,174,98,219,197
"1321","TIJUANA","XIII","1216","Morena","PRD","PES","PRI","PAN",291,118,76,245,189
"1322","TIJUANA","XIII","1217","Morena","Morena","PAN","PAN","PRI",304,133,131,283,250
"1323","TIJUANA","XIII","1218","Morena","Morena","PAN","PRI","PRI",398,195,214,427,291
"1324","TIJUANA","XIII","1219","Morena","Morena","PRI","PRI","PRI",355,183,121,361,295
"1325","TIJUANA","XIII","1228","Morena","Morena","PES","PRI","PRI",366,170,97,258,230
"1326","TIJUANA","XIII","1229","Morena","PRD","PAN","PRI","PRI",340,122,74,287,214
"1327","TIJUANA","XIII","1231","Morena","PRD","PES","PAN","PAN",2169,1523,975,1491,955
"1328","TIJUANA","XIII","1232","Morena","Morena","PES","PRI","PRI",178,106,67,248,185
"1329","TIJUANA","XIII","1233","Morena","Morena","PAN","PRI","PRI",214,112,75,194,179
"1330","TIJUANA","XIII","1234","Morena","PRD","PES","PAN","PRI",860,604,400,638,460
"1331","TIJUANA","XIII","1235","Morena","PRD","PES","PAN","PAN",265,139,104,220,203
"1332","TIJUANA","XIII","1236","Morena","Morena","PES","PRI","PRI",1624,773,467,1386,1206
"1333","TIJUANA","XIII","1237","Morena","Morena","PAN","PRI","PRI",607,374,218,545,436
"1334","TIJUANA","XIII","1238","Morena","Morena","PRI","PRI","PRI",709,397,218,652,571
"1335","TIJUANA","XIII","1239","Morena","Morena","PRI","PRI","PRI",404,284,289,731,618
"1336","TIJUANA","XIII","1275","Morena","Morena","PAN","PRI","PAN",196,110,90,200,155
"1337","TIJUANA","XIII","1276","Morena","Morena","PRI","PRI","PRI",573,186,201,406,342
"1338","TIJUANA","XIII","1277","Morena","Morena","PAN","PAN","PRI",368,172,99,324,213
"1339","TIJUANA","XIII","1336","Morena","PRD","PAN","PRI","PAN",1004,649,537,1168,967
"1340","TIJUANA","XIII","1337","Morena","PRD","PES","PAN","PAN",449,297,258,507,407
"1341","TIJUANA","XIII","1338","Morena","PRD","PAN","PRI","PAN",170,98,70,150,153
"1342","TIJUANA","XIII","1339","Morena","Morena","PAN","PRI","PRI",219,107,71,176,144
"1343","TIJUANA","XIII","1340","Coalicion","PRD","PES","PRI","PAN",222,177,117,246,193
"1344","TIJUANA","XIII","1341","Morena","PRD","PAN","PRI","PAN",224,127,90,203,172
"1345","TIJUANA","XIII","1342","Morena","PRD","PES","PRI","PRI",113,100,73,154,140
"1346","TIJUANA","XIII","1353","Morena","PRD","PES","PAN","PAN",794,511,365,560,355
"1347","TIJUANA","XIV","1158","Morena","Morena","PAN","PRI","PRI",611,340,191,505,463
"1348","TIJUANA","XIV","1159","Morena","Morena","PES","PRI","PRI",395,172,71,283,263
"1349","TIJUANA","XIV","1173","Morena","Morena","PES","PRI","PRI",337,168,114,291,234
"1350","TIJUANA","XIV","1174","Morena","Morena","PES","PRI","PRI",410,203,100,298,291
"1351","TIJUANA","XIV","1175","Morena","Morena","PRI","PRI","PRI",612,268,176,558,498
"1352","TIJUANA","XIV","1177","Morena","Morena","PAN","PRI","PRI",651,282,152,450,356
"1353","TIJUANA","XIV","1178","Morena","Morena","PRI","PRI","PRI",219,94,53,184,172
"1354","TIJUANA","XIV","1179","Morena","PRD","PAN","PRI","PAN",259,119,81,212,180
"1355","TIJUANA","XIV","1180","Morena","Morena","PAN","PAN","PAN",586,307,127,341,271
"1356","TIJUANA","XIV","1181","Morena","Morena","PAN","PAN","PRI",255,127,100,211,212
"1357","TIJUANA","XIV","1182","Morena","Morena","PES","PRI","PRI",279,138,81,233,193
"1358","TIJUANA","XIV","1183","Morena","Morena","PAN","PAN","PRI",379,175,145,318,259
"1359","TIJUANA","XIV","1184","Morena","Morena","PAN","PRI","PRI",519,236,106,335,287
"1360","TIJUANA","XIV","1185","Morena","Morena","PAN","PRI","PRI",427,204,124,299,257
"1361","TIJUANA","XIV","1220","Morena","Morena","PAN","PAN","PRI",333,195,79,272,227
"1362","TIJUANA","XIV","1221","Morena","Morena","PAN","PAN","PRI",382,245,144,332,280
"1363","TIJUANA","XIV","1222","Morena","Morena","PES","PRI","PRI",283,177,106,263,257
"1364","TIJUANA","XIV","1223","Morena","Morena","PAN","PRI","PAN",384,205,100,302,275
"1365","TIJUANA","XIV","1224","Morena","Morena","PES","PAN","PAN",763,403,271,585,378
"1366","TIJUANA","XIV","1225","Morena","Morena","PAN","PRI","PAN",257,152,79,209,181
"1367","TIJUANA","XIV","1227","Morena","Morena","PAN","PRI","PRI",234,149,74,240,198
"1368","TIJUANA","XIV","1379","Morena","Morena","PAN","PAN","PAN",223,103,56,160,133
"1369","TIJUANA","XIV","1385","Morena","PRD","PES","PRI","PAN",218,96,63,117,74
"1370","TIJUANA","XIV","1386","Morena","Morena","PAN","PRI","PRI",223,124,42,145,79
"1371","TIJUANA","XIV","1387","Morena","Morena","PES","PRI","PRI",297,127,88,175,114
"1372","TIJUANA","XIV","1453","Morena","Morena","PAN","PAN","PAN",346,172,119,167,106
"1373","TIJUANA","XIV","1460","Morena","Morena","PAN","PRI","PAN",260,107,66,140,110
"1374","TIJUANA","XIV","1461","Morena","Morena","PAN","PAN","PAN",224,107,68,145,103
"1375","TIJUANA","XIV","1462","Morena","Morena","PAN","PAN","PRI",247,114,49,171,123
"1376","TIJUANA","XIV","1463","Morena","Morena","PAN","PRI","PRI",265,125,35,241,168
"1377","TIJUANA","XIV","1464","Morena","Morena","PAN","PAN","PRI",151,86,41,123,115
"1378","TIJUANA","XIV","1465","Morena","Morena","PES","PRI","PAN",219,91,54,156,129
"1379","TIJUANA","XIV","1466","Morena","Morena","PES","PRI","PAN",207,97,54,140,98
"1380","TIJUANA","XIV","1467","Morena","Morena","MORENA","PRI","PRI",239,143,52,146,119
"1381","TIJUANA","XIV","1468","Morena","Morena","PES","PAN","PRI",198,99,59,122,106
"1382","TIJUANA","XIV","1469","Morena","Morena","PAN","PRI","PRI",180,71,49,157,103
"1383","TIJUANA","XIV","1470","Morena","Morena","PRI","PRI","PRI",196,130,68,214,193
"1384","TIJUANA","XIV","1471","Morena","Morena","PAN","PRI","PRI",168,115,52,157,124
"1385","TIJUANA","XIV","1472","Morena","Morena","PAN","PAN","PAN",278,121,93,176,134
"1386","TIJUANA","XIV","1473","Morena","Morena","PAN","PRI","PAN",211,119,95,140,111
"1387","TIJUANA","XIV","1474","Morena","Morena","PRI","PRI","PRI",160,70,46,118,70
"1388","TIJUANA","XIV","1475","Morena","PRD","PAN","PAN","PAN",127,61,33,81,79
"1389","TIJUANA","XIV","1476","Morena","Morena","PAN","PRI","PAN",163,93,55,116,70
"1390","TIJUANA","XIV","1477","Morena","Morena","PAN","PRI","PAN",176,93,59,142,84
"1391","TIJUANA","XIV","1478","Morena","Morena","PRI","PRI","PRI",141,84,36,111,80
"1392","TIJUANA","XIV","1479","Morena","Morena","PES","PAN","PRI",401,162,112,222,172
"1393","TIJUANA","XIV","1480","Morena","Morena","PRI","PRI","PRI",181,75,33,120,83
"1394","TIJUANA","XIV","1481","Morena","Morena","PAN","PAN","PRI",323,138,67,152,120
"1395","TIJUANA","XIV","1482","Morena","PRD","PAN","PAN","PRI",325,101,63,187,145
"1396","TIJUANA","XIV","1483","Morena","Morena","PAN","PAN","PRI",170,96,52,140,130
